study,attempt_id,concurrency,pair_index,arm,request_id,stratum,expected,status,finish_reason,output_text,output_token_ids,correct,prompt_tokens,generated_tokens,arrival_to_completion_s,arrival_to_first_token_s,dispatch_to_completion_s,queue_s
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r122,128,DWKJN,SUCCEEDED,eos,DWKJN,"[54219, 42, 41, 45, 151645]",True,187,5,677.705300931,674.64924733,6.477696508,671.226129007
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r123,256,EHCFN,SUCCEEDED,eos,EHCFN,"[45589, 9650, 45, 151645]",True,314,4,686.831600181,684.771102499,8.714034923,678.116340609
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r124,16,TSVQS,SUCCEEDED,eos,TSVQS,"[9951, 53, 70810, 151645]",True,74,4,689.910654125,687.915691701,2.751225899,687.157965213
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r125,64,HLKFK,SUCCEEDED,eos,HLKFK,"[13485, 42, 26998, 151645]",True,122,4,694.93714047,692.90880979,4.726441324,690.209310712
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r126,128,SYWUT,SUCCEEDED,eos,SYWUT,"[18416, 54, 1381, 151645]",True,186,4,701.260678035,699.116338537,6.02388862,695.23534697
14b,attempt-d13e813736b24df7bb5b01a7508de0eb,1,2,candidate,r127,256,WRSGP,SUCCEEDED,eos,WRSGP,"[17925, 7783, 47, 151645]",True,314,4,709.632664425,707.451227981,8.27596591,701.355829117
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r000,16,HGLEG,SUCCEEDED,eos,HGLEG,"[90111, 35213, 151645]",True,73,3,31.23171928,3.468255415,30.823975343,0.389521562
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r001,64,UOLIA,SUCCEEDED,eos,UOLIA,"[52, 1930, 5863, 151645]",True,122,4,33.23019505,30.545870865,32.8199394,0.389521562
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r003,256,NNTGH,SUCCEEDED,eos,NNTGH,"[45, 6408, 44676, 151645]",True,314,4,33.226830389,30.546081667,32.810434143,0.389521562
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r002,128,FPDQG,SUCCEEDED,eos,FPDQG,"[11698, 35, 48, 38, 151645]",True,187,5,34.520024486,30.555935661,34.107299952,0.389521562
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r004,16,YNWNI,SUCCEEDED,eos,YNWNI,"[24273, 54, 14912, 151645]",True,74,4,38.924806083,33.222961922,7.167113886,31.755347725
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r007,256,QIBCD,SUCCEEDED,eos,QIBCD,"[48, 3256, 6484, 151645]",True,314,4,41.00340393,36.816098694,7.216139655,33.782471668
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r005,64,MCBXN,SUCCEEDED,eos,MCBXN,"[11604, 53878, 45, 151645]",True,123,4,41.009887624,36.824175271,7.224597071,33.782471668
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r006,128,XCIPF,SUCCEEDED,eos,XCIPF,"[37946, 3298, 37, 151645]",True,186,4,42.303204138,38.932466606,7.533707168,34.766533175
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r008,16,GLJZY,SUCCEEDED,eos,GLJZY,"[3825, 41, 80501, 151645]",True,74,4,46.292817203,40.995627661,7.348693347,38.942571398
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r011,256,ADGFH,SUCCEEDED,eos,ADGFH,"[1808, 36332, 39, 151645]",True,314,4,48.297070442,44.298679465,7.276847278,41.018376127
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r009,64,LHCLY,SUCCEEDED,eos,LHCLY,"[43, 39, 3140, 56, 151645]",True,122,5,48.952443234,44.303236744,7.920794622,41.030265439
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r010,128,QKYKL,SUCCEEDED,eos,QKYKL,"[48, 76585, 52983, 151645]",True,186,4,48.951818391,46.283878602,6.151485324,42.797677055
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r012,16,IJXBO,SUCCEEDED,eos,IJXBO,"[76686, 55, 4677, 151645]",True,75,4,53.299396284,48.292749763,6.536549173,46.761280727
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r015,256,TRYQT,SUCCEEDED,eos,TRYQT,"[26201, 43678, 151645]",True,313,3,53.973670875,50.334950398,5.190892343,48.78074043
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r014,128,PUWLS,SUCCEEDED,eos,PUWLS,"[6325, 54, 7268, 151645]",True,186,4,56.654482013,53.289629562,7.677972922,48.973045307
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r013,64,KQOJT,SUCCEEDED,eos,KQOJT,"[42, 48, 46, 81181, 151645]",True,123,5,57.98734028,53.290274412,9.012758585,48.973045307
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r016,16,SNGEK,SUCCEEDED,eos,SNGEK,"[50, 6140, 71133, 151645]",True,74,4,60.003871203,55.33897986,6.201317653,53.800716793
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r019,256,TNXIM,SUCCEEDED,eos,TNXIM,"[29171, 55, 1791, 151645]",True,314,4,61.427285871,56.650715105,7.439954329,53.985449551
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r018,128,PGDUL,SUCCEEDED,eos,PGDUL,"[11383, 35, 1094, 151645]",True,186,4,64.130157396,59.997142825,7.378896824,56.74807796
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r017,64,BNYFB,SUCCEEDED,eos,BNYFB,"[15594, 56, 16208, 151645]",True,122,4,65.481957386,61.417286046,7.479384253,58.000302508
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r020,16,DUVSS,SUCCEEDED,eos,DUVSS,"[21547, 53, 1220, 151645]",True,74,4,67.560944777,62.757428325,7.540033939,60.017479874
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r023,256,BEAJN,SUCCEEDED,eos,BEAJN,"[11594, 30594, 45, 151645]",True,314,4,68.913597073,64.129126197,7.046003805,61.865859201
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r022,128,YOQEG,SUCCEEDED,eos,YOQEG,"[56644, 48, 9376, 151645]",True,187,4,71.589620985,67.546355833,7.448004648,64.139584567
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r024,16,RIDSY,SUCCEEDED,eos,RIDSY,"[62475, 18416, 151645]",True,73,3,72.899907023,70.206250153,5.094505273,67.801563208
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r021,64,XWJEZ,SUCCEEDED,eos,XWJEZ,"[55, 54, 40329, 57, 151645]",True,123,5,74.945934228,68.910544624,9.099548689,65.844788989
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r027,256,ABEOS,SUCCEEDED,eos,ABEOS,"[1867, 55940, 151645]",True,314,3,74.947666711,71.583774767,6.018343918,68.927348359
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r026,128,RGLDR,SUCCEEDED,eos,RGLDR,"[49, 3825, 7687, 151645]",True,186,4,80.097496663,74.937723351,8.250620363,71.843252097
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r028,16,LNVOV,SUCCEEDED,eos,LNVOV,"[50216, 11169, 53, 151645]",True,74,4,81.41299534,76.355100775,8.496579921,72.914189998
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r025,64,TSUAZ,SUCCEEDED,eos,TSUAZ,"[9951, 17782, 57, 151645]",True,122,4,83.427879179,79.42265649,8.462718438,74.96350492
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r031,256,SECMG,SUCCEEDED,eos,SECMG,"[925, 9985, 38, 151645]",True,314,4,83.427238276,79.421665586,8.460251277,74.96350492
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r030,128,HBGSL,SUCCEEDED,eos,HBGSL,"[30725, 38, 7984, 151645]",True,186,4,88.080796994,83.421593263,7.96994926,80.108108938
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r032,16,PFSRK,SUCCEEDED,eos,PFSRK,"[47, 8485, 77020, 151645]",True,74,4,89.450268905,84.742112511,7.494995019,81.951936827
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r029,64,MNFBL,SUCCEEDED,eos,MNFBL,"[44, 38067, 9389, 151645]",True,122,4,91.530766977,87.389088245,7.609953033,83.917550051
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r035,256,DJVCP,SUCCEEDED,eos,DJVCP,"[53272, 53, 7123, 151645]",True,314,4,91.522514422,87.389665549,7.600041761,83.917550051
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r034,128,WOXHN,SUCCEEDED,eos,WOXHN,"[22681, 55, 43165, 151645]",True,186,4,96.306032455,91.513733063,8.207750488,88.096132958
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r036,16,DXUEF,SUCCEEDED,eos,DXUEF,"[16591, 2230, 37, 151645]",True,74,4,97.613770322,93.063272933,7.676399915,89.934595404
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r033,64,LGIFC,SUCCEEDED,eos,LGIFC,"[47130, 2773, 34, 151645]",True,122,4,99.599188587,95.632036062,7.667671054,91.929568206
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r039,256,VTBBT,SUCCEEDED,eos,VTBBT,"[20457, 10098, 51, 151645]",True,314,4,99.597305222,95.634693727,7.663992399,91.929568206
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r038,128,JBKIS,SUCCEEDED,eos,JBKIS,"[46107, 42, 1637, 151645]",True,186,4,104.260854629,99.58879625,7.316825383,96.940461659
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r040,16,AUMKK,SUCCEEDED,eos,AUMKK,"[32, 2794, 50457, 151645]",True,74,4,105.561424349,100.923725731,7.621784176,97.936420112
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r037,64,REDGM,SUCCEEDED,eos,REDGM,"[6504, 20637, 151645]",True,121,3,105.568520823,103.594125958,5.633315376,99.930405066
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r043,256,TWUQL,SUCCEEDED,eos,TWUQL,"[47069, 52, 3588, 151645]",True,314,4,107.034420178,103.594997259,7.095316658,99.930405066
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r042,128,NEYRC,SUCCEEDED,eos,NEYRC,"[74131, 7380, 151645]",True,186,3,109.913116617,107.024785802,5.635459455,104.275676557
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r041,64,AJKBD,SUCCEEDED,eos,AJKBD,"[30594, 42, 9548, 151645]",True,122,4,113.181678678,108.572284183,7.206671237,105.973263546
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r044,16,FIBTZ,SUCCEEDED,eos,FIBTZ,"[37, 3256, 90426, 151645]",True,74,4,113.182228271,108.571125077,7.204469771,105.973263546
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r047,256,WBCTI,SUCCEEDED,eos,WBCTI,"[52868, 1162, 40, 151645]",True,314,4,113.839758597,109.903440323,6.786760582,107.051202845
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r046,128,HESFU,SUCCEEDED,eos,HESFU,"[39, 1570, 81213, 151645]",True,186,4,117.499168509,113.172836095,7.572667529,109.924735054
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r045,64,RYOMF,SUCCEEDED,eos,RYOMF,"[11242, 1898, 37, 151645]",True,123,4,120.935521175,116.13390588,7.730024551,113.203573446
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r048,16,UDBLU,SUCCEEDED,eos,UDBLU,"[52, 3506, 23236, 151645]",True,74,4,120.937661938,116.128963093,7.730453459,113.203573446
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r051,256,PAXXL,SUCCEEDED,eos,PAXXL,"[47, 2954, 36530, 151645]",True,314,4,121.658936147,117.493453104,7.662882735,113.992485865
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r050,128,FRACF,SUCCEEDED,eos,FRACF,"[10504, 1706, 37, 151645]",True,186,4,124.852160213,120.930381802,6.90155988,117.946608035
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r049,64,GMIZW,SUCCEEDED,eos,GMIZW,"[20637, 2843, 54, 151645]",True,122,4,128.601035457,123.386064973,7.387258643,121.210515676
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r052,16,PPRSV,SUCCEEDED,eos,PPRSV,"[4406, 11451, 53, 151645]",True,74,4,128.601678123,123.386249566,7.383425782,121.210515676
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r055,256,ONYIS,SUCCEEDED,eos,ONYIS,"[52275, 1637, 151645]",True,314,3,128.596734344,124.84032944,6.520087956,122.074908104
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r054,128,UNJGS,SUCCEEDED,eos,UNJGS,"[1861, 41, 16522, 151645]",True,186,4,132.249238677,128.589555748,7.32290741,124.924473691
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r053,64,HWHDK,SUCCEEDED,eos,HWHDK,"[39, 19890, 18301, 151645]",True,122,4,135.592456986,131.600468791,6.572083509,129.01799941
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r056,16,HHYUX,SUCCEEDED,eos,HHYUX,"[23180, 56, 13401, 151645]",True,74,4,135.58406968,131.584907738,6.561374483,129.01799941
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r059,256,FHSUA,SUCCEEDED,eos,FHSUA,"[37, 11961, 17782, 151645]",True,314,4,135.591924796,131.604570754,6.566662302,129.01799941
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r058,128,CFQIH,SUCCEEDED,eos,CFQIH,"[9650, 48, 75023, 151645]",True,186,4,140.630855265,135.588368028,8.364234586,132.264405146
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r057,64,PTWOT,SUCCEEDED,eos,PTWOT,"[2828, 54, 1793, 151645]",True,122,4,145.493454228,139.784072,9.438028542,136.051016602
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r060,16,AOEQK,SUCCEEDED,eos,AOEQK,"[18746, 54007, 42, 151645]",True,75,4,145.48496892,139.784991201,9.428046369,136.051016602
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r063,256,HRBDO,SUCCEEDED,eos,HRBDO,"[17088, 33, 5865, 151645]",True,314,4,145.492179516,139.804411715,9.4328034,136.051016602
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r062,128,UHESG,SUCCEEDED,eos,UHESG,"[52, 39, 1570, 38, 151645]",True,187,5,150.938849264,145.489338039,9.835406121,141.10118469
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r061,64,CEEWT,SUCCEEDED,eos,CEEWT,"[42577, 18454, 151645]",True,122,3,150.941305644,149.502440068,4.80399902,146.135511574
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r067,256,CRXLA,SUCCEEDED,eos,CRXLA,"[8973, 55, 17845, 151645]",True,314,4,152.542478633,149.502420011,6.399854164,146.135511574
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r064,16,TQODF,SUCCEEDED,eos,TQODF,"[51, 48, 2069, 37, 151645]",True,75,5,154.842943852,149.492275636,8.702697037,146.135511574
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r065,64,EODNE,SUCCEEDED,eos,EODNE,"[36, 2069, 3944, 151645]",True,122,4,158.492794437,154.839232506,7.370126035,151.121388841
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r066,128,TPMWS,SUCCEEDED,eos,TPMWS,"[4239, 44, 7433, 151645]",True,185,4,158.496398383,154.83934196,7.372082435,151.121388841
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r071,256,OMIHS,SUCCEEDED,eos,OMIHS,"[1898, 40, 11961, 151645]",True,314,4,159.899583371,156.290231047,6.772805367,153.12312119
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r068,16,QPRCO,SUCCEEDED,eos,QPRCO,"[48, 6480, 8281, 151645]",True,74,4,162.165788444,157.750041805,7.000519086,155.163630238
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r069,64,COMFO,SUCCEEDED,eos,COMFO,"[8696, 3788, 151645]",True,121,3,164.992856171,162.163853454,5.639825559,159.348107182
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r070,128,AOAFH,SUCCEEDED,eos,AOAFH,"[18746, 8276, 39, 151645]",True,186,4,166.451599702,162.173524868,7.095865129,159.348107182
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r075,256,OBRWK,SUCCEEDED,eos,OBRWK,"[46, 13095, 68316, 151645]",True,314,4,168.543153495,163.58441903,8.327534661,160.212426234
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r072,16,YWEFG,SUCCEEDED,eos,YWEFG,"[56, 12457, 12001, 151645]",True,74,4,169.963150153,164.989405881,7.790617791,162.170795189
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r073,64,LYCHH,SUCCEEDED,eos,LYCHH,"[8932, 2149, 39, 151645]",True,122,4,172.879336697,168.532839605,7.807598346,165.068152609
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r074,128,CGQQX,SUCCEEDED,eos,CGQQX,"[8798, 48026, 55, 151645]",True,186,4,174.298616391,169.982095003,7.832985863,166.463898756
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r079,256,ULNBX,SUCCEEDED,eos,ULNBX,"[1094, 33342, 55, 151645]",True,314,4,176.390352232,171.415434587,7.240731761,169.148076759
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r076,16,SRUAJ,SUCCEEDED,eos,SRUAJ,"[14557, 17782, 41, 151645]",True,74,4,177.770723493,172.871288452,7.60446406,170.164571292
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r077,64,JIZLD,SUCCEEDED,eos,JIZLD,"[41, 2843, 12335, 151645]",True,122,4,180.638806063,176.384370312,7.533599327,173.104035506
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r078,128,MWGBS,SUCCEEDED,eos,MWGBS,"[54173, 5381, 50, 151645]",True,186,4,181.994262716,177.772642914,7.68972618,174.30342613
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r083,256,PGMRC,SUCCEEDED,eos,PGMRC,"[11383, 44, 7380, 151645]",True,314,4,184.045016245,179.207281986,7.643423879,176.399087205
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r080,16,TKWQM,SUCCEEDED,eos,TKWQM,"[15778, 54, 88878, 151645]",True,74,4,185.507259759,180.643348334,7.329931498,178.174789006
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r081,64,CKCOV,SUCCEEDED,eos,CKCOV,"[3021, 8281, 53, 151645]",True,122,4,188.322782856,184.051037739,7.128505551,181.188243919
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r082,128,CLAJM,SUCCEEDED,eos,CLAJM,"[3140, 30594, 44, 151645]",True,186,4,189.661796305,185.49905858,7.462025436,182.196601603
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r087,256,YYDBN,SUCCEEDED,eos,YYDBN,"[10060, 3506, 45, 151645]",True,314,4,191.686737537,186.888402204,7.618853764,184.066459924
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r084,16,LFOPY,SUCCEEDED,eos,LFOPY,"[22609, 9930, 151645]",True,73,3,191.689678909,188.317545741,6.169843602,185.516875681
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r085,64,CASUC,SUCCEEDED,eos,CASUC,"[87516, 5459, 151645]",True,121,3,195.185978665,191.683801183,6.850529252,188.333307909
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r086,128,UYSXX,SUCCEEDED,eos,UYSXX,"[52, 9394, 6148, 151645]",True,186,4,198.632555314,193.055382799,8.399847999,190.229022338
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r088,16,FXJZS,SUCCEEDED,eos,FXJZS,"[16381, 41, 57, 50, 151645]",True,75,5,202.195767007,195.176168131,9.941284852,192.251968849
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r091,256,VXGUY,SUCCEEDED,eos,VXGUY,"[53, 55, 38, 31301, 151645]",True,314,5,202.195120093,195.17947807,9.937840483,192.251968849
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r089,64,KWSQM,SUCCEEDED,eos,KWSQM,"[42, 7433, 88878, 151645]",True,122,4,202.907458296,198.627683389,7.705646692,195.200166773
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r090,128,YETUQ,SUCCEEDED,eos,YETUQ,"[56, 1348, 52, 48, 151645]",True,187,5,207.904717611,202.190230235,8.545804309,199.355849091
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r095,256,RTDYO,SUCCEEDED,eos,RTDYO,"[5350, 35, 56644, 151645]",True,314,4,209.58611079,205.175569075,7.364868553,202.216621509
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r092,16,LZJYU,SUCCEEDED,eos,LZJYU,"[43, 57, 41, 56, 52, 151645]",True,75,6,212.177706452,205.156977774,9.959577237,202.216621509
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r093,64,LJYTZ,SUCCEEDED,eos,LJYTZ,"[43, 41, 78345, 57, 151645]",True,122,5,212.190003712,207.212402434,8.909091569,203.277801555
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r094,128,UXQWK,SUCCEEDED,eos,UXQWK,"[13401, 48, 68316, 151645]",True,186,4,214.80121929,210.717904952,6.5476837,208.249793077
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r099,256,HWBUR,SUCCEEDED,eos,HWBUR,"[38252, 85094, 151645]",True,313,3,214.81314522,212.18773451,4.621862854,210.178343662
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r096,16,KDIEJ,SUCCEEDED,eos,KDIEJ,"[89609, 5371, 41, 151645]",True,74,4,217.995464345,214.793352162,5.689764676,212.302585715
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r097,64,HLFDB,SUCCEEDED,eos,HLFDB,"[13485, 37, 3506, 151645]",True,122,4,218.014785505,214.796786302,5.705581676,212.302585715
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r098,128,SXFLF,SUCCEEDED,eos,SXFLF,"[90488, 6126, 37, 151645]",True,186,4,221.386703252,217.268663443,5.962842161,215.421826927
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r103,256,GWCSJ,SUCCEEDED,eos,GWCSJ,"[62565, 6412, 41, 151645]",True,314,4,221.386129003,217.26911857,5.959080191,215.421826927
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r101,64,XLQSN,SUCCEEDED,eos,XLQSN,"[36530, 48, 18966, 151645]",True,122,4,224.707131346,221.380003206,6.237285376,218.466028397
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r100,16,ZLQEO,SUCCEEDED,eos,ZLQEO,"[57, 43, 48, 6760, 151645]",True,75,5,226.127291098,221.378891267,7.659622839,218.466028397
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r107,256,XIDOI,SUCCEEDED,eos,XIDOI,"[55, 70974, 40, 151645]",True,314,4,227.526696864,223.925261612,6.11440431,221.402728198
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r102,128,FSBAS,SUCCEEDED,eos,FSBAS,"[8485, 33, 1911, 151645]",True,186,4,227.542185593,223.931956208,6.133499199,221.402728198
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r105,64,UCHCB,SUCCEEDED,eos,UCHCB,"[29493, 12979, 151645]",True,122,3,231.711746273,227.519964177,6.40103362,225.307640948
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r104,16,BLRAU,SUCCEEDED,eos,BLRAU,"[9389, 5609, 52, 151645]",True,74,4,235.559925022,229.261375888,9.244883471,226.311334974
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r111,256,XSKDN,SUCCEEDED,eos,XSKDN,"[55, 15699, 31264, 151645]",True,314,4,236.373163191,231.709289221,8.825671285,227.545626605
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r106,128,CDESG,SUCCEEDED,eos,CDESG,"[34, 1150, 7783, 151645]",True,186,4,236.374932563,231.702041115,8.812358394,227.560774119
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r109,64,IQACS,SUCCEEDED,eos,IQACS,"[61950, 62687, 151645]",True,121,3,237.745846848,235.551952398,5.420310032,232.323060648
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r108,16,IOFOC,SUCCEEDED,eos,IOFOC,"[3810, 3788, 34, 151645]",True,74,4,243.422358104,237.733464719,7.846719775,235.573975846
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r110,128,VVHOF,SUCCEEDED,eos,VVHOF,"[67707, 39, 12483, 151645]",True,187,4,244.14351207,240.229155789,7.748083281,236.392348718
14b,attempt-71dd4c560fa14c84a56659b393046b86,4,2,candidate,r115,256,RDGTF,SUCCEEDED,eos,RDGTF,"[36690, 38, 10808, 151645]",True,314,4,244.152258113,240.23048404,7.752284718,236.392348718
