study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r028,94f79123f4cc0f1b9c087eb2a69eecdbd083cce49b18255d484f895a74d6fa28,reference-chain,DWLGQ,DMEBX,False,SUCCEEDED,eos,283,4,1.784480063,IDENTITY,,True,4,956,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r029,03413b095c2a004e476ce03358120a99cb044b0a2421d2dc6a30037922a53f1b,record-updates,DBVFX,DWSME,False,SUCCEEDED,eos,278,4,1.745498304,IDENTITY,,True,3,1000,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r030,d93c0f9109baded1f39519358321edff015e4662ff916c233ff424a915c76b95,record-lookup,DSJYT,DERFP,False,SUCCEEDED,eos,275,3,1.706120528,IDENTITY,,True,1,434,434,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r031,3a65b9acff85a22e0db953ab3c0cb2466a7065a508bf568b8774f6a0ccce09e1,reference-chain,DBZCC,DQIGR,False,SUCCEEDED,eos,276,5,1.757826469,IDENTITY,,True,4,1000,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DZJFD,False,SUCCEEDED,eos,279,5,1.799252417,IDENTITY,,True,1,173,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DFOVM,False,SUCCEEDED,eos,271,4,1.718520666,IDENTITY,,True,4,608,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DOKHZ,False,SUCCEEDED,eos,277,4,1.741331952,IDENTITY,,True,3,826,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DFWKV,False,SUCCEEDED,eos,280,4,1.760683254,IDENTITY,,True,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,279,4,1.753674718,IDENTITY,,True,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DADRX,False,SUCCEEDED,eos,278,4,1.747751322,IDENTITY,,True,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DGNJL,False,SUCCEEDED,eos,276,5,1.812322847,IDENTITY,,True,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DPAZR,False,SUCCEEDED,eos,279,4,1.798690071,IDENTITY,,True,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DQCAJ,False,SUCCEEDED,eos,277,5,1.773610747,IDENTITY,,True,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DSGMD,False,SUCCEEDED,eos,279,4,1.755764826,IDENTITY,,True,1,217,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDULD,False,SUCCEEDED,eos,274,3,1.70359168,IDENTITY,,True,4,1000,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,284,4,1.785140431,IDENTITY,,True,3,695,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DZQII,False,SUCCEEDED,eos,272,5,1.738927941,IDENTITY,,True,1,652,652,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DQXGN,False,SUCCEEDED,eos,280,5,1.806923795,IDENTITY,,True,4,695,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DQWOS DHMYT,False,SUCCEEDED,eos,281,8,1.961773225,IDENTITY,,True,3,1000,652,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DZYTX,False,SUCCEEDED,eos,279,4,2.411471209,IDENTITY,,True,1,347,347,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DHOZK,False,SUCCEEDED,eos,281,5,1.802731558,IDENTITY,,True,4,739,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DVLUG,False,SUCCEEDED,eos,274,4,1.873554149,IDENTITY,,True,3,869,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DJZMT,True,SUCCEEDED,eos,278,4,1.763274162,IDENTITY,,True,1,608,608,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNKO,False,SUCCEEDED,eos,275,4,1.739893497,IDENTITY,,True,4,869,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRUCA,False,SUCCEEDED,eos,274,4,1.731400881,IDENTITY,,True,3,956,347,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DCVJC,False,SUCCEEDED,eos,281,4,1.768523836,IDENTITY,,True,1,739,739,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,274,4,1.72287754,IDENTITY,,True,4,695,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DGYXQ,False,SUCCEEDED,eos,274,5,1.747475067,IDENTITY,,True,3,1000,565,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DRIXT,True,SUCCEEDED,eos,281,4,1.76400971,IDENTITY,,True,1,869,869,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DQQC,False,SUCCEEDED,eos,278,4,1.74701926,IDENTITY,,True,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,286,4,1.791888551,IDENTITY,,True,3,913,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DVGYP,True,SUCCEEDED,eos,277,4,1.745861246,IDENTITY,,True,1,956,956,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,282,5,1.795053467,IDENTITY,,True,4,869,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DJOHB,False,SUCCEEDED,eos,274,4,1.727044239,IDENTITY,,True,3,956,478,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DIMGJ,True,SUCCEEDED,eos,280,4,1.757902491,IDENTITY,,True,1,478,478,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-3ed39a7474324fc0ae4dcb9cf40c1e4d,1,baseline,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,283,5,1.80580255,IDENTITY,,True,4,869,434,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DNTBH,False,SUCCEEDED,eos,92,4,0.641151813,ABLATION_SLICE,1,False,1,173,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DLSHN,False,SUCCEEDED,eos,113,4,0.76443274,ABLATION_SLICE,4,False,4,608,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DNEAE,False,SUCCEEDED,eos,108,4,0.734030687,ABLATION_SLICE,3,False,3,826,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DCJXX,False,SUCCEEDED,eos,93,4,0.643739656,ABLATION_SLICE,1,False,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DGYXJ,False,SUCCEEDED,eos,116,5,0.805780001,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DXEOM,False,SUCCEEDED,eos,108,4,0.734581862,ABLATION_SLICE,3,False,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DODOT,False,SUCCEEDED,eos,91,4,0.633196607,ABLATION_SLICE,1,False,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DZDNN,False,SUCCEEDED,eos,117,5,0.808666149,ABLATION_SLICE,4,False,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DXIWW,False,SUCCEEDED,eos,109,4,0.743478498,ABLATION_SLICE,3,False,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DZFUP,False,SUCCEEDED,eos,93,4,0.666359135,ABLATION_SLICE,1,False,1,217,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r010,602c5306bc89f965e2ebadd70862ffd7337032827a96acf63988574d2eb06923,reference-chain,DQKOC,DDQBN,False,SUCCEEDED,eos,115,4,0.778235462,ABLATION_SLICE,4,False,4,1000,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r011,420fa7ea0e4ada21134992ad26464857f53ce42fcaedd4851f9d33e0a7763c16,record-updates,DLEHV,DDJHY,False,SUCCEEDED,eos,109,4,0.742372562,ABLATION_SLICE,3,False,3,695,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r012,0a1727ea3e9fe683e8249d2e46a2a02aea4e1eb62789db608f60dcef9215b052,record-lookup,DXOMF,DPOZN,False,SUCCEEDED,eos,92,4,0.637905675,ABLATION_SLICE,1,False,1,652,652,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r013,9601ba11e7dfb1f8ab475e42b279f30fe7cdc07bdf761d1a1336eb0c2826954f,reference-chain,DEPLS,DZIZZ,False,SUCCEEDED,eos,117,5,0.811130956,ABLATION_SLICE,4,False,4,695,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r014,ca7b3714907691d342eb7ab15859412b597ceba7434fc8db69140e23526953b3,record-updates,DCHBN,DDZDC,False,SUCCEEDED,eos,107,4,0.732103592,ABLATION_SLICE,3,False,3,1000,652,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r015,9412dd613487d2d6daaf4454784cbac9fc6a89cc4933284e7bc1f0482ab853c0,record-lookup,DRXNO,DVEDN,False,SUCCEEDED,eos,94,4,0.655088864,ABLATION_SLICE,1,False,1,347,347,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r016,54f5a399b32c4d820a7f26d06b39018e538ae3080179df2052601ac13e5b9bf5,reference-chain,DRSUJ,DGGQF,False,SUCCEEDED,eos,118,5,0.813003305,ABLATION_SLICE,4,False,4,739,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r017,d8f4155bf484d303980ad7343ca282d3d68cc4f136e0687502ab92a01fe18daf,record-updates,DHTJW,DAPWW,False,SUCCEEDED,eos,107,4,0.727765404,ABLATION_SLICE,3,False,3,869,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r018,789dee7e502db400374918d61fbf011af96214f40a421c93eb286f2973318268,record-lookup,DJZMT,DFJPT,False,SUCCEEDED,eos,92,4,0.638884296,ABLATION_SLICE,1,False,1,608,608,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r019,cebd555beb1eb6d1d6505ac7edaada91ac5c2e0a6588d1e3d04eaf2a77eb19e7,reference-chain,DAZRN,DYNZO,False,SUCCEEDED,eos,114,4,0.769348774,ABLATION_SLICE,4,False,4,869,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r020,7e5681197d8ebe0f231537abcffdc293f2ac91d941fdabb1ae5641a76f26aecd,record-updates,DKCXO,DRWAF,False,SUCCEEDED,eos,108,4,0.73614007,ABLATION_SLICE,3,False,3,956,347,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r021,b071bed7fd4a2a700d4a2f86fe7bf8feefab4644825c8b702ed1b24cbf3eece9,record-lookup,DQCWU,DOGRT,False,SUCCEEDED,eos,92,4,0.636184023,ABLATION_SLICE,1,False,1,739,739,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r022,03957df81376236bb81ab53b000fee2921267943de5a3d2fa52213e5d5e73fcd,reference-chain,DNZDE,DGVNC,False,SUCCEEDED,eos,116,4,0.783487601,ABLATION_SLICE,4,False,4,695,217,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r023,7edf613f46c3a4941f42caa98c636914ce7a80779841724db0a6c558dbb00c1f,record-updates,DXSXY,DCIVH,False,SUCCEEDED,eos,108,4,0.735640911,ABLATION_SLICE,3,False,3,1000,565,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r024,a53331fac0e07a36dc3ff89e30ef8bcccfd4ddda55c40c84c045b5c74c57e090,record-lookup,DRIXT,DDRVJ,False,SUCCEEDED,eos,93,4,0.642932966,ABLATION_SLICE,1,False,1,869,869,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r025,f77fb112ff50432d94a540babc51802e651f5c6d5a04a4329fb67810d548b05a,reference-chain,DGOLH,DFNFV DECNW,False,SUCCEEDED,eos,114,7,0.838691212,ABLATION_SLICE,4,False,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r026,ee46f573174200c0dbd68c7f3108d8eaa39a35424c8a7d9dd3d38080f618edc4,record-updates,DZHGP,DIFMD,False,SUCCEEDED,eos,112,4,0.755422272,ABLATION_SLICE,3,False,3,913,391,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r027,8e1b929bddb2d66f033cedac2b013a2ad54942ed3488368ad3ca7d82b4627306,record-lookup,DVGYP,DCWKC,False,SUCCEEDED,eos,92,4,0.638721714,ABLATION_SLICE,1,False,1,956,956,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r028,d872819142ac53e3b5b22ba854dcb6eebd3d0378719eea917b8e07f9f6f55518,reference-chain,DQQYY,DQBJL,False,SUCCEEDED,eos,117,5,0.808018465,ABLATION_SLICE,4,False,4,869,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r029,04b50285bc4cd71b3ee563a3b94460216bbc82dea1081c996b21d5db89921180,record-updates,DSTWE,DAAMB,False,SUCCEEDED,eos,106,3,0.706245399,ABLATION_SLICE,3,False,3,956,478,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r030,c85e584e08190dea8c604944859cdd24ee921c63ca50b722abb1af9d15a18848,record-lookup,DIMGJ,DQGIE,False,SUCCEEDED,eos,94,5,0.67166817,ABLATION_SLICE,1,False,1,478,478,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-9c8e96e8cc784b038e2716988ed010c0,0,candidate,r031,04624604ec13e86cbb71a022917e9869a9aaeb3cb93213e10e2772f3260eb115,reference-chain,DAKWK,DQZOT,False,SUCCEEDED,eos,117,5,0.808031649,ABLATION_SLICE,4,False,4,869,434,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r000,e9238a9cf5b1ec323312569bd4222da7e963a297f0f48e85692539026ee9b054,record-lookup,DMISF,DZJFD,False,SUCCEEDED,eos,279,5,1.804820073,IDENTITY,,True,1,173,173,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r001,962323f1184c2e385a83de0d9c40ff9b6c27faf0b22909ecb584618933e2e60f,reference-chain,DANXL,DFOVM,False,SUCCEEDED,eos,271,4,1.718052485,IDENTITY,,True,4,608,86,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r002,6d16a81c901843443740bafd1259fc70087508643ce3bbb2eb1da1e5a77139df,record-updates,DMEAA,DOKHZ,False,SUCCEEDED,eos,277,4,1.76971479,IDENTITY,,True,3,826,521,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r003,e7acf4b51708b76dcbea7e1ca187de50de35a0b0d4751620729e49b357b9a854,record-lookup,DGCPX,DFWKV,False,SUCCEEDED,eos,280,4,1.79608709,IDENTITY,,True,1,826,826,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r004,1663d73ba590dabaf4ffa69504fdd75626a09a67b50050a446cd751083badd57,reference-chain,DORWX,DCKXI,False,SUCCEEDED,eos,279,4,1.770858938,IDENTITY,,True,4,1000,0,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r005,0ce6aff9598923fe426e24bc03e35ff34673e2d1bfdce32d5c52f64139087076,record-updates,DWBYQ,DADRX,False,SUCCEEDED,eos,278,4,1.748480528,IDENTITY,,True,3,1000,869,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r006,19e340c6f1c6da9a91fa52a6266d40b7cc57c38f477c95fbd69936bb90d70841,record-lookup,DRVYP,DGNJL,False,SUCCEEDED,eos,276,5,1.768836347,IDENTITY,,True,1,391,391,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r007,6ef8f48cd7830a58d79db8327a3763709ae43d59fb22ea1f94e300ae1247a725,reference-chain,DDERW,DPAZR,False,SUCCEEDED,eos,279,4,1.754619335,IDENTITY,,True,4,956,130,0,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r008,f8de647638e50be8573f55273f2c77f2be9b4a7e1f8b8cf53b697efa434d793d,record-updates,DGMZQ,DQCAJ,False,SUCCEEDED,eos,277,5,1.77468752,IDENTITY,,True,3,913,782,3,24
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,attempt-c1c4a58118094a6e9bf482074331a4d8,0,baseline,r009,b33a20fe0442c7c7aa2c4a11017edb9fdd9f77b8222063b3f1d23a798bdde215,record-lookup,DIRDF,DSGMD,False,SUCCEEDED,eos,279,4,1.755338172,IDENTITY,,True,1,217,217,0,24
